"county_fips","per_smoking","pred_outcome"
"13209",20.7,18.8509960174561
"13211",13.3,14.5348625183105
"13213",18.2,19.881929397583
"13215",17,17.8547668457031
"13217",16.5,16.6587009429932
"13219",11.9,10.9327812194824
"13221",17.2,16.568395614624
"13223",15.4,15.5110492706299
"13225",16.1,19.5422229766846
"13227",14.4,15.8503713607788
"13229",17,19.1818237304688
"13231",14.6,16.6251125335693
"13233",18.4,20.3008251190186
"13235",19.4,21.0389766693115
"13237",16.6,16.7236728668213
"13239",18.2,16.3821315765381
"13241",15.7,14.2067403793335
"13243",23.7,23.2380485534668
"13245",17.7,19.6350402832031
"13247",15.3,15.1503992080688
"13249",16.6,19.3078899383545
"13251",20,20.6285305023193
"13253",17.9,20.2973289489746
"13255",18.3,19.575834274292
"13257",17.2,17.6395854949951
"13259",20.8,21.3300514221191
"13261",17.1,19.0654582977295
"13263",19.2,19.8829593658447
"13265",18.8,19.148738861084
"13267",20.1,21.4813613891602
"13269",22.4,21.8422775268555
"13271",21.7,25.015811920166
"13273",21.3,25.4524726867676
"13275",16.7,17.6330623626709
"13277",17.4,19.2800636291504
"13279",16.4,20.19384765625
"13281",12.4,14.4307699203491
"13283",21,23.9313125610352
"13285",16.4,19.0397109985352
"13287",21.3,22.2264976501465
"13289",18,19.6880302429199
"13291",16.4,14.7816724777222
"13293",19.5,20.5570049285889
"13295",19.4,18.0031452178955
"13297",17.3,16.3589630126953
"13299",20.4,20.1794872283936
"13301",19.3,21.3905544281006
"13303",19.6,19.6237545013428
"13305",21,20.944543838501
"13307",19.3,24.2560157775879
"13309",24.4,23.3287258148193
"13311",14.1,17.2923069000244
"13313",18.3,16.7933902740479
"13315",19.5,22.3722991943359
"13317",18.4,19.6628074645996
"13319",20.2,21.2427158355713
"13321",18.1,20.873104095459
"16001",11.6,11.6977024078369
"16003",15,15.3808746337891
"16005",13.6,14.6138324737549
"16007",12.9,16.4206142425537
"16009",16.4,17.1618270874023
"16011",14.2,17.3258037567139
"16013",10,12.8215303421021
"16015",13,14.0959949493408
"16017",13.7,14.5801076889038
"16019",12.8,14.8502235412598
"16021",14.7,19.7521533966064
"16023",15.9,21.3445167541504
"16025",12.3,15.9828157424927
"16027",14.4,15.5591106414795
"16029",13,17.8713569641113
"16031",13.5,16.2837886810303
"16033",14.3,15.9364404678345
"16035",13.8,15.4780769348145
"16037",13,13.0629043579102
"16039",15,16.5627422332764
"16041",16.5,16.6092262268066
