"county_fips","per_heartD","pred_outcome"
"17015",8.7,8.27594999999999
"17017",7.9,7.22967916666667
"17019",5.2,4.98493749999998
"17021",8.1,7.56158749999997
"17023",7.5,7.48355416666666
"17025",8.9,8.051475
"17027",7,6.94071666666667
"17029",7.4,6.94402916666666
"17031",5.8,5.43131250000002
"17033",7.6,7.51941249999998
"17035",8.1,7.80910833333331
"17037",5.8,5.22212083333332
"17039",7.7,7.41484166666668
"17041",7.6,7.15689583333332
"17043",5.7,5.48935416666665
"17045",9.3,7.76796666666664
"17047",8.4,8.39172916666667
"17049",6.9,7.0165375
"17051",7.8,7.62855833333333
"17053",7.3,7.41100416666669
"17055",9.2,8.13599166666667
"17057",8.7,7.97547916666664
"17059",10,9.04402916666669
"17061",8.5,7.77520416666668
"17063",6,5.65601249999998
"17065",8.9,8.29919999999999
"17067",8.5,7.79456666666666
"17069",9.8,8.97915833333333
"17071",9.3,7.75595416666665
"17073",7.1,7.27032499999998
"17075",8.8,7.75044999999998
"17077",7.2,6.52138333333333
"17079",7.7,7.66654583333332
"17081",8.1,7.61415416666666
"17083",7.6,6.92990416666666
"17085",9.4,7.29357083333331
"17087",7.8,8.29655833333334
"17089",5.9,5.4051875
"17091",7.3,6.91709583333332
"17093",4.8,4.62948333333331
"17095",8.8,7.8365458333333
"17097",6.2,5.33407499999999
"17099",7.9,7.36122083333335
"17101",8.5,7.28474166666665
"17103",8.4,7.44006250000001
"17105",7.8,7.47393750000001
"17107",7.5,7.20422083333335
"17109",7.8,6.96414583333332
"17111",6.3,5.53869583333333
"17113",6,5.08992916666666
"17115",7.6,7.3202
"17117",8.8,7.81991249999999
"17119",6.7,6.40770416666669
"17121",8.4,7.90572916666666
"17123",9,7.8849125
"17125",8.7,8.06239166666665
"17127",9.1,8.36793333333333
"17129",7.5,6.8892
